30000  210000
6526  3688  94
6526  19328  53
6526  8264  88
6526  23794  35
6526  21808  60
6527  3552  93
6527  12227  76
6527  2758  68
6527  26658  47
6527  23548  64
6527  24335  13
6527  18567  37
6528  8416  51
6528  2418  31
6528  26504  56
6528  15245  7
6528  9160  32
6528  3172  21
6528  23797  14
6529  11932  71
6529  14800  84
6529  26913  47
6529  23260  16
6529  7804  66
6529  1588  37
6529  23648  60
6530  19607  82
6530  13462  24
6530  25033  55
6530  234  2
6530  8035  35
6530  8171  60
6530  664  18
6531  14448  80
6531  7014  46
6531  25332  85
6531  23818  87
6531  11032  53
6531  4546  39
6531  2449  3
6532  3986  66
6532  26882  66
6532  1648  23
6532  559  64
6532  26505  63
6532  12391  29
6532  11373  73
6533  1061  48
6533  3315  94
6533  27388  37
6533  26139  94
6533  9361  5
6533  23030  77
6533  7441  74
6534  4153  66
6534  19774  54
6534  9127  40
6534  25033  10
6534  942  41
6534  8930  78
6534  22413  64
6535  28992  33
6535  14997  80
6535  13099  73
6535  1718  46
6535  921  84
6535  4810  85
6535  3188  15
6536  11761  2
6536  571  3
6536  5617  13
6536  29095  64
6536  13258  41
6536  15774  9
6536  4746  93
6537  6775  62
6537  10521  26
6537  24354  41
6537  26826  40
6537  11303  75
6537  8308  12
6537  21294  38
6538  8513  33
6538  29357  44
6538  6030  24
6538  8695  29
6538  27300  9
6538  323  77
6538  25545  81
6539  11146  38
6539  23168  90
6539  12764  84
6539  11084  86
6539  4616  76
6539  18715  73
6539  22679  26
6540  3930  28
6540  9769  80
6540  24217  57
6540  12866  95
6540  4154  70
6540  24453  73
6540  2312  98
6541  13756  53
6541  4774  4
6541  12130  72
6541  25908  81
6541  14712  2
6541  668  25
6541  27164  100
6542  8210  3
6542  2515  72
6542  29659  18
6542  2829  16
6542  17110  70
6542  27280  31
6542  15161  78
6543  1539  75
6543  23247  34
6543  14695  23
6543  11259  58
6543  9427  43
6543  13055  59
6543  18026  59
6544  4654  89
6544  19662  34
6544  2664  59
6544  14534  73
6544  19502  85
6544  14290  43
6544  19103  75
6545  2791  86
6545  24601  31
6545  2605  8
6545  29435  66
6545  11156  80
6545  17999  47
6545  8615  16
6546  26949  29
6546  18822  78
6546  27157  30
6546  27632  28
6546  27522  94
6546  19175  9
6546  8791  68
6547  28087  80
6547  12459  79
6547  5618  77
6547  1625  57
6547  14101  1
6547  16230  99
6547  5493  67
6548  25848  58
6548  25834  93
6548  29093  67
6548  22545  5
6548  6899  89
6548  16439  75
6548  16236  80
6549  4310  52
6549  4323  12
6549  21148  19
6549  1974  36
6549  613  23
6549  1231  75
6549  19703  56
6550  22881  52
6550  5869  37
6550  20599  81
6550  5367  49
6550  14418  92
6550  26073  36
6550  7336  64
6551  29011  74
6551  14627  98
6551  6124  56
6551  18714  73
6551  23691  26
6551  14970  33
6551  2694  48
6552  12379  62
6552  6489  18
6552  12769  51
6552  16906  40
6552  18576  18
6552  19504  55
6552  9013  54
6553  26242  72
6553  25653  93
6553  14342  67
6553  23754  60
6553  1063  31
6553  19012  27
6553  1695  19
6554  218  5
6554  3559  25
6554  6921  19
6554  2189  84
6554  8904  57
6554  13264  44
6554  12549  5
6555  1487  4
6555  18056  94
6555  9541  19
6555  57  81
6555  25238  48
6555  18560  53
6555  29016  54
6556  5383  63
6556  24344  39
6556  19944  41
6556  13706  16
6556  7772  62
6556  23515  48
6556  5143  29
6557  29282  57
6557  12034  88
6557  2972  82
6557  22641  44
6557  28805  56
6557  14677  17
6557  15878  18
6558  17760  96
6558  6274  71
6558  24110  92
6558  8504  55
6558  9263  38
6558  7806  24
6558  5567  65
6559  5770  92
6559  18135  78
6559  29218  28
6559  8284  83
6559  21753  66
6559  5590  4
6559  26166  30
6560  11235  80
6560  8389  14
6560  4676  24
6560  13464  89
6560  2163  44
6560  17655  17
6560  10968  66
6561  21895  96
6561  20025  74
6561  24645  1
6561  19710  30
6561  18466  37
6561  16236  55
6561  5744  11
6562  18398  28
6562  16394  1
6562  29196  15
6562  16461  3
6562  17420  10
6562  22884  84
6562  21288  34
6563  16370  26
6563  2685  32
6563  12938  42
6563  23879  93
6563  28523  81
6563  22332  71
6563  22980  74
6564  1114  51
6564  20058  69
6564  2572  43
6564  3616  51
6564  21261  28
6564  27707  94
6564  7599  27
6565  28692  35
6565  27558  72
6565  19179  81
6565  9983  55
6565  4260  26
6565  13663  53
6565  4495  30
6566  16733  28
6566  6996  2
6566  21478  86
6566  2340  26
6566  23801  68
6566  25170  55
6566  28112  93
6567  6632  98
6567  13188  7
6567  11144  65
6567  25274  12
6567  21480  74
6567  26541  57
6567  29990  89
6568  21650  2
6568  9673  94
6568  6113  10
6568  22228  93
6568  22707  17
6568  21427  92
6568  5263  92
6569  17920  14
6569  4345  77
6569  26053  5
6569  6146  81
6569  5167  13
6569  16519  52
6569  20870  9
6570  9927  84
6570  12799  83
6570  3800  63
6570  9677  56
6570  27527  59
6570  9489  28
6570  14596  78
6571  18182  14
6571  26547  92
6571  20907  87
6571  12181  20
6571  20146  15
6571  14181  80
6571  8280  7
6572  3  77
6572  5885  37
6572  25040  38
6572  16261  3
6572  10742  36
6572  26635  5
6572  7653  99
6573  20959  76
6573  14224  9
6573  16234  82
6573  22801  26
6573  8652  41
6573  7143  92
6573  16619  29
6574  21514  59
6574  11822  32
6574  25284  45
6574  18931  64
6574  26306  32
6574  6694  92
6574  24067  70
6575  19396  4
6575  24522  74
6575  4379  95
6575  29881  26
6575  4641  34
6575  7555  8
6575  12512  30
6576  12729  75
6576  18464  8
6576  13440  81
6576  24647  76
6576  21445  58
6576  27804  7
6576  6085  70
6577  3581  55
6577  20007  4
6577  22460  57
6577  22612  15
6577  21171  5
6577  11497  21
6577  6029  70
6578  521  12
6578  20695  47
6578  16445  53
6578  25583  7
6578  3234  27
6578  7344  31
6578  29700  100
6579  23340  74
6579  26362  59
6579  10499  31
6579  5312  12
6579  18359  18
6579  14977  49
6579  723  2
6580  26621  52
6580  7979  78
6580  28343  54
6580  8827  13
6580  15515  43
6580  26906  38
6580  18114  7
6581  12081  6
6581  785  73
6581  18286  81
6581  26569  13
6581  12731  51
6581  9857  84
6581  11541  44
6582  27869  61
6582  13757  93
6582  29111  87
6582  6559  100
6582  21850  37
6582  19818  31
6582  13691  27
6583  12886  73
6583  12075  16
6583  28718  24
6583  474  19
6583  26663  48
6583  1522  11
6583  15977  64
6584  10559  83
6584  10359  95
6584  24144  75
6584  18926  42
6584  3407  53
6584  5372  28
6584  8592  74
6585  6477  35
6585  28102  90
6585  4676  47
6585  10203  19
6585  24539  86
6585  15053  88
6585  20242  16
6586  11823  40
6586  1752  50
6586  20118  91
6586  5189  3
6586  24215  64
6586  25852  30
6586  9241  49
6587  28968  93
6587  1513  53
6587  9171  30
6587  23820  47
6587  22106  20
6587  15074  63
6587  28455  5
6588  11723  7
6588  29785  86
6588  28999  79
6588  6426  97
6588  22725  84
6588  17628  36
6588  3562  27
6589  23781  93
6589  26826  47
6589  18052  88
6589  6869  62
6589  4689  13
6589  2898  77
6589  25786  85
6590  7041  86
6590  14457  2
6590  25003  80
6590  15652  38
6590  21661  3
6590  29683  19
6590  15554  95
6591  26769  100
6591  25243  81
6591  6451  94
6591  16658  14
6591  9369  34
6591  22321  70
6591  9674  61
6592  7166  26
6592  21399  69
6592  5733  100
6592  14924  3
6592  5778  26
6592  13522  81
6592  24646  20
6593  5250  2
6593  15124  55
6593  22299  94
6593  15037  13
6593  1982  64
6593  7142  97
6593  4367  78
6594  21055  23
6594  15239  37
6594  28673  26
6594  7048  1
6594  27227  89
6594  8620  17
6594  25248  92
6595  4273  21
6595  15293  34
6595  22794  45
6595  18319  28
6595  2362  48
6595  7344  61
6595  8324  51
6596  21052  13
6596  11919  2
6596  26727  71
6596  8583  75
6596  855  8
6596  28039  96
6596  5262  91
6597  1560  74
6597  24951  56
6597  797  9
6597  8852  26
6597  16169  30
6597  12958  55
6597  28746  40
6598  16132  3
6598  1916  52
6598  25129  78
6598  23567  89
6598  16699  58
6598  12543  88
6598  25664  99
6599  17664  38
6599  25334  32
6599  2226  36
6599  21062  49
6599  14593  51
6599  23070  20
6599  17611  49
6600  18899  19
6600  9702  72
6600  15524  68
6600  24237  15
6600  12483  54
6600  25171  24
6600  11414  47
6601  29397  73
6601  6358  57
6601  3850  36
6601  14524  47
6601  14510  48
6601  7976  16
6601  14754  99
6602  21696  89
6602  1308  31
6602  23850  36
6602  3031  26
6602  16529  70
6602  19096  98
6602  20502  86
6603  3604  2
6603  17721  55
6603  1326  69
6603  23207  34
6603  5800  46
6603  22865  31
6603  21057  25
6604  12041  57
6604  4712  85
6604  16495  45
6604  29079  28
6604  13764  27
6604  20764  26
6604  2992  52
6605  6861  82
6605  29667  13
6605  3785  13
6605  17746  78
6605  21310  71
6605  23736  84
6605  13221  70
6606  23561  69
6606  17887  86
6606  21007  50
6606  6108  64
6606  6413  16
6606  3712  25
6606  9293  91
6607  15387  34
6607  16963  11
6607  13829  10
6607  6278  72
6607  7235  79
6607  5466  67
6607  29188  23
6608  16991  20
6608  16261  42
6608  10790  94
6608  19756  75
6608  2260  24
6608  18852  79
6608  16717  98
6609  7816  86
6609  11816  50
6609  26649  32
6609  17054  7
6609  18964  8
6609  15352  91
6609  28540  41
6610  1724  43
6610  25821  74
6610  10068  8
6610  29999  18
6610  26183  96
6610  19682  29
6610  21829  10
6611  15636  92
6611  15286  82
6611  19445  97
6611  13794  55
6611  3033  78
6611  8815  93
6611  19632  49
6612  7449  72
6612  6405  78
6612  13889  18
6612  14639  91
6612  24600  65
6612  22269  92
6612  5391  24
6613  27894  7
6613  5639  38
6613  27766  40
6613  15128  64
6613  2374  17
6613  21545  97
6613  14755  33
6614  2810  39
6614  13834  16
6614  104  97
6614  8527  42
6614  27988  43
6614  3612  33
6614  4288  32
6615  17527  13
6615  13815  21
6615  21280  87
6615  14661  68
6615  22875  58
6615  29574  10
6615  4126  96
6616  16451  42
6616  16744  13
6616  10609  54
6616  2510  98
6616  23490  75
6616  27245  16
6616  27481  68
6617  15996  78
6617  12405  61
6617  17873  99
6617  13225  76
6617  11486  54
6617  9702  51
6617  17260  93
6618  14487  35
6618  10853  50
6618  24729  8
6618  17544  5
6618  4504  26
6618  17246  25
6618  13797  65
6619  612  16
6619  10252  77
6619  5088  86
6619  10666  62
6619  23120  74
6619  16697  4
6619  11689  75
6620  9588  27
6620  1307  85
6620  23508  68
6620  11112  2
6620  21650  77
6620  4667  82
6620  25323  44
6621  3873  57
6621  6753  24
6621  29233  33
6621  28724  70
6621  15277  43
6621  4618  35
6621  27084  44
6622  11338  17
6622  24246  63
6622  22260  81
6622  21466  94
6622  1573  24
6622  27360  44
6622  24817  60
6623  22006  63
6623  398  65
6623  6834  61
6623  25634  100
6623  20074  73
6623  22412  42
6623  8645  18
6624  20110  68
6624  17459  95
6624  11839  8
6624  19062  18
6624  11016  89
6624  17284  66
6624  22191  98
6625  29005  85
6625  26353  60
6625  20863  59
6625  17210  75
6625  6686  65
6625  29260  63
6625  10526  38
6626  17753  8
6626  7586  88
6626  24122  89
6626  2023  86
6626  1172  5
6626  1838  70
6626  24597  34
6627  16055  35
6627  2644  5
6627  2943  59
6627  24055  98
6627  17363  74
6627  14645  12
6627  13498  5
6628  7709  82
6628  12156  62
6628  8272  91
6628  24925  65
6628  19040  24
6628  1391  96
6628  29375  61
6629  18751  71
6629  2801  38
6629  22133  65
6629  19310  2
6629  3410  95
6629  17460  13
6629  15505  8
6630  9737  5
6630  11088  51
6630  22349  4
6630  10154  22
6630  5087  96
6630  14030  9
6630  7895  52
6631  26183  71
6631  7329  16
6631  1178  17
6631  24108  94
6631  18367  64
6631  20969  72
6631  17130  39
6632  20272  53
6632  27316  37
6632  2597  21
6632  11912  14
6632  20790  60
6632  5658  46
6632  23323  37
6633  24885  89
6633  6070  64
6633  9296  88
6633  1037  34
6633  3166  29
6633  20678  57
6633  3962  78
6634  7481  89
6634  13376  13
6634  23620  64
6634  13882  41
6634  23431  87
6634  25424  33
6634  7908  71
6635  22865  93
6635  17965  38
6635  27084  31
6635  21472  19
6635  27549  42
6635  26260  90
6635  6517  84
6636  28752  54
6636  17458  34
6636  2184  6
6636  12400  50
6636  27512  49
6636  15061  20
6636  13278  9
6637  3212  67
6637  20846  32
6637  27527  82
6637  4543  58
6637  15951  47
6637  29482  13
6637  27979  38
6638  8844  99
6638  29011  11
6638  8982  53
6638  19500  23
6638  26802  73
6638  22465  16
6638  1997  90
6639  20245  57
6639  12057  85
6639  22670  50
6639  19790  98
6639  19408  66
6639  22682  37
6639  27041  10
6640  2820  71
6640  13663  94
6640  11068  53
6640  13940  6
6640  4558  14
6640  12009  91
6640  27183  23
6641  5887  97
6641  13125  65
6641  24230  84
6641  21711  46
6641  4481  94
6641  23741  60
6641  16005  40
6642  13237  17
6642  17110  50
6642  5718  32
6642  11886  96
6642  12458  99
6642  22715  19
6642  28889  73
6643  24755  80
6643  879  27
6643  8084  79
6643  27298  57
6643  17803  62
6643  22835  14
6643  17466  67
6644  24059  50
6644  15815  2
6644  19486  67
6644  5748  62
6644  20691  32
6644  7998  24
6644  12793  2
6645  2772  85
6645  10822  28
6645  3804  15
6645  1859  33
6645  10807  72
6645  16189  39
6645  24992  35
6646  200  93
6646  12770  55
6646  8028  27
6646  5688  65
6646  8933  93
6646  20514  44
6646  6690  39
6647  16410  2
6647  27884  76
6647  29905  35
6647  4461  82
6647  22989  20
6647  15769  58
6647  25263  3
6648  13507  18
6648  5219  79
6648  2821  35
6648  25059  67
6648  10030  30
6648  7155  1
6648  199  19
6649  4123  63
6649  15871  98
6649  14566  63
6649  23519  25
6649  10577  14
6649  15137  53
6649  1543  10
6650  17874  58
6650  5293  23
6650  28636  13
6650  29461  40
6650  15690  24
6650  5523  81
6650  8588  80
6651  19357  62
6651  1929  84
6651  22252  16
6651  6798  7
6651  19322  62
6651  4082  55
6651  22068  15
6652  13138  67
6652  1901  61
6652  10057  38
6652  7070  56
6652  6384  79
6652  5110  17
6652  11559  27
6653  21076  43
6653  7521  25
6653  5963  31
6653  24658  46
6653  66  69
6653  11374  9
6653  6303  17
6654  3423  88
6654  16046  91
6654  17030  28
6654  8731  55
6654  25519  72
6654  905  81
6654  20165  57
6655  12819  90
6655  12375  56
6655  6621  33
6655  24723  55
6655  10131  31
6655  28820  57
6655  29548  89
6656  8983  40
6656  28498  86
6656  4179  15
6656  5849  67
6656  12475  98
6656  16460  86
6656  9387  41
6657  3381  22
6657  23911  96
6657  11069  87
6657  29785  96
6657  17693  54
6657  11824  41
6657  28581  7
6658  21643  68
6658  10432  72
6658  21689  98
6658  27726  81
6658  768  57
6658  29725  53
6658  21029  76
6659  13164  75
6659  1052  92
6659  14626  7
6659  19120  27
6659  15481  6
6659  4962  70
6659  20446  20
6660  13009  17
6660  3382  28
6660  15636  6
6660  25922  4
6660  24976  91
6660  16276  66
6660  18642  40
6661  7535  68
6661  6296  59
6661  20539  4
6661  10255  78
6661  27811  3
6661  6120  82
6661  26526  99
6662  129  42
6662  23823  22
6662  9152  6
6662  16009  46
6662  25463  33
6662  12770  11
6662  7159  7
6663  13907  100
6663  602  1
6663  3432  3
6663  17986  24
6663  10385  43
6663  16441  24
6663  21780  88
6664  29935  49
6664  8838  65
6664  1483  65
6664  2818  91
6664  15351  12
6664  29687  39
6664  19584  30
6665  14447  28
6665  3392  16
6665  7929  20
6665  574  26
6665  266  81
6665  9655  27
6665  361  21
6666  2624  29
6666  10681  92
6666  8576  13
6666  2382  77
6666  22115  33
6666  25770  78
6666  17355  24
6667  4108  100
6667  11265  65
6667  320  93
6667  21368  15
6667  25526  98
6667  25153  59
6667  6166  76
6668  26350  32
6668  29369  97
6668  18026  27
6668  21256  39
6668  23644  65
6668  26660  97
6668  6797  3
6669  23752  99
6669  18721  37
6669  20570  32
6669  27068  83
6669  14961  74
6669  29605  98
6669  10223  15
6670  11892  77
6670  20617  47
6670  10301  28
6670  19138  92
6670  6085  32
6670  2066  32
6670  7577  61
6671  20255  5
6671  11385  43
6671  7230  23
6671  22903  12
6671  17382  25
6671  20275  86
6671  28240  97
6672  24038  59
6672  22173  69
6672  10370  70
6672  25575  47
6672  12233  27
6672  12400  75
6672  18281  25
6673  24448  17
6673  14605  7
6673  5626  37
6673  21980  54
6673  12043  79
6673  3775  14
6673  10240  93
6674  6015  96
6674  11785  37
6674  22515  32
6674  26740  12
6674  6525  7
6674  22313  98
6674  11365  38
6675  6438  1
6675  26538  56
6675  27653  87
6675  19614  78
6675  14090  15
6675  4920  44
6675  3865  84
6676  20373  34
6676  7362  65
6676  15090  64
6676  1720  89
6676  12511  43
6676  11317  60
6676  24351  55
6677  17920  24
6677  17888  20
6677  8897  59
6677  25919  1
6677  8125  2
6677  3240  37
6677  9185  28
6678  15061  59
6678  29898  88
6678  3002  12
6678  22228  56
6678  23767  58
6678  7511  3
6678  27723  71
6679  755  35
6679  11838  16
6679  15101  86
6679  5085  77
6679  24518  52
6679  393  25
6679  9371  58
6680  13207  34
6680  17293  98
6680  18456  32
6680  20631  88
6680  5156  69
6680  18148  55
6680  23210  85
6681  26353  93
6681  3912  37
6681  5960  77
6681  23250  11
6681  14686  7
6681  21157  34
6681  20588  56
6682  20808  24
6682  19377  93
6682  16890  83
6682  18077  97
6682  22699  95
6682  12429  2
6682  20259  41
6683  7904  7
6683  22025  55
6683  26981  60
6683  4098  32
6683  749  19
6683  13032  10
6683  9975  90
6684  23822  85
6684  20506  37
6684  9601  59
6684  22707  17
6684  7349  28
6684  27687  81
6684  21046  24
6685  25727  4
6685  25457  21
6685  23066  91
6685  21568  27
6685  8470  31
6685  533  48
6685  14436  85
6686  11081  38
6686  15695  79
6686  7214  93
6686  7468  92
6686  24569  100
6686  2537  39
6686  1779  59
6687  4265  26
6687  24772  53
6687  15961  13
6687  16769  88
6687  3256  2
6687  5467  97
6687  22907  54
6688  21523  26
6688  21389  58
6688  29316  32
6688  19908  63
6688  7326  92
6688  13958  14
6688  24709  30
6689  22307  62
6689  8703  21
6689  22666  32
6689  16143  62
6689  18741  99
6689  24815  29
6689  12350  51
6690  23757  90
6690  1908  21
6690  27493  62
6690  25710  19
6690  22590  67
6690  26917  39
6690  17220  52
6691  11941  59
6691  2859  60
6691  4820  100
6691  6206  16
6691  21263  24
6691  12657  37
6691  8225  53
6692  19110  74
6692  11533  80
6692  16776  79
6692  18350  12
6692  10652  37
6692  29963  49
6692  11224  12
6693  29584  42
6693  29137  63
6693  25588  8
6693  8642  23
6693  20807  32
6693  28568  25
6693  10866  37
6694  19755  80
6694  6565  17
6694  2930  75
6694  26531  96
6694  27417  96
6694  27173  8
6694  7925  75
6695  10946  2
6695  5394  98
6695  10429  25
6695  491  100
6695  14584  91
6695  15553  27
6695  20990  53
6696  13468  29
6696  19780  18
6696  9217  29
6696  8112  66
6696  13454  58
6696  6750  81
6696  21190  98
6697  29265  24
6697  6216  95
6697  26262  57
6697  21554  36
6697  25285  16
6697  25549  66
6697  25947  8
6698  28235  87
6698  7757  83
6698  2441  74
6698  17662  40
6698  29120  9
6698  7356  82
6698  29167  15
6699  18934  18
6699  27653  15
6699  28818  97
6699  2605  10
6699  22444  13
6699  6084  37
6699  936  44
6700  22481  84
6700  27538  77
6700  10796  29
6700  24581  17
6700  27063  13
6700  10854  65
6700  16460  9
6701  12952  87
6701  21409  85
6701  20549  97
6701  21374  9
6701  18151  49
6701  12850  42
6701  12347  12
6702  20950  96
6702  29435  77
6702  21448  59
6702  15682  61
6702  27614  98
6702  18676  40
6702  5347  25
6703  10305  5
6703  9939  34
6703  15350  62
6703  20238  24
6703  16627  89
6703  29011  51
6703  4400  16
6704  7774  78
6704  15015  51
6704  27897  4
6704  21810  70
6704  15472  58
6704  13204  96
6704  9992  76
6705  29635  64
6705  23007  8
6705  2310  6
6705  15607  88
6705  23297  27
6705  28843  16
6705  23985  35
6706  18871  51
6706  16171  99
6706  10902  58
6706  16314  5
6706  25683  63
6706  24997  62
6706  19237  57
6707  11641  38
6707  12006  3
6707  27150  32
6707  20320  53
6707  19722  92
6707  5141  92
6707  28893  64
6708  16082  20
6708  28586  26
6708  29594  47
6708  14265  85
6708  27202  23
6708  17591  57
6708  20667  14
6709  68  72
6709  4671  94
6709  25293  78
6709  9733  9
6709  19072  22
6709  24064  60
6709  13925  2
6710  8486  3
6710  20581  54
6710  19980  11
6710  14752  47
6710  5593  99
6710  21115  87
6710  8852  78
6711  13287  71
6711  8849  4
6711  25000  61
6711  21305  36
6711  17276  44
6711  15704  53
6711  13746  80
6712  11116  32
6712  12360  95
6712  15944  83
6712  17731  63
6712  16012  29
6712  23572  52
6712  9768  50
6713  9999  61
6713  4919  49
6713  14115  42
6713  19298  68
6713  9390  44
6713  29147  16
6713  19173  65
6714  18464  77
6714  26352  99
6714  16144  73
6714  2934  42
6714  22163  6
6714  14772  74
6714  3425  60
6715  11273  20
6715  10726  48
6715  6630  74
6715  12287  72
6715  8020  40
6715  20379  73
6715  17934  17
6716  26812  19
6716  8671  13
6716  19001  52
6716  4796  27
6716  27391  9
6716  23653  8
6716  22880  14
6717  2874  45
6717  24843  3
6717  20519  82
6717  16348  51
6717  170  34
6717  4176  20
6717  16928  17
6718  7327  18
6718  1249  99
6718  26  13
6718  19796  81
6718  7826  51
6718  2468  65
6718  14050  79
6719  9201  94
6719  2634  84
6719  18081  56
6719  22336  61
6719  21209  54
6719  17304  43
6719  28050  37
6720  29416  11
6720  16116  16
6720  20145  12
6720  24607  17
6720  2455  51
6720  4104  6
6720  10713  31
6721  17220  7
6721  5944  54
6721  7648  44
6721  14577  12
6721  1037  56
6721  28134  91
6721  18403  82
6722  15767  94
6722  23960  26
6722  6578  18
6722  21143  73
6722  27205  52
6722  17946  90
6722  29965  53
6723  18341  60
6723  16870  76
6723  14998  84
6723  18185  48
6723  29443  67
6723  28827  14
6723  16386  46
6724  24240  65
6724  22505  7
6724  20862  15
6724  18695  71
6724  14669  83
6724  11737  17
6724  19601  93
6725  16798  42
6725  16292  79
6725  8147  40
6725  16044  95
6725  20439  25
6725  19613  88
6725  25282  7
6726  2051  35
6726  20725  15
6726  21153  68
6726  15786  90
6726  18577  24
6726  19977  17
6726  29069  35
6727  24256  31
6727  23910  100
6727  4282  7
6727  13854  44
6727  4170  26
6727  13717  6
6727  21549  72
6728  101  87
6728  14179  35
6728  1575  77
6728  4989  91
6728  11856  82
6728  17865  15
6728  13166  18
6729  25715  19
6729  9371  31
6729  2440  18
6729  7272  100
6729  19192  49
6729  27547  88
6729  5322  96
6730  11115  6
6730  11628  89
6730  23538  50
6730  972  63
6730  11472  1
6730  22598  10
6730  6145  80
6731  628  16
6731  23197  54
6731  72  56
6731  22323  21
6731  7211  24
6731  9028  52
6731  15613  38
6732  27869  34
6732  24952  77
6732  4422  69
6732  21197  45
6732  20924  33
6732  17993  79
6732  5408  93
6733  24667  31
6733  29100  43
6733  8551  42
6733  18832  7
6733  24979  62
6733  7616  85
6733  29772  76
6734  15121  33
6734  5419  29
6734  10512  60
6734  25133  18
6734  8  38
6734  2225  79
6734  17794  73
6735  3878  93
6735  18870  9
6735  21232  72
6735  29345  59
6735  13213  71
6735  7648  19
6735  12950  7
6736  19745  94
6736  28245  50
6736  15430  53
6736  19721  26
6736  12420  40
6736  18784  49
6736  3358  95
6737  2241  97
6737  8607  67
6737  21392  19
6737  1081  19
6737  2129  72
6737  25677  32
6737  26138  22
6738  17823  44
6738  1465  82
6738  8799  85
6738  4528  72
6738  8802  100
6738  7074  8
6738  5762  60
6739  17620  17
6739  12592  77
6739  7012  24
6739  23824  30
6739  27793  51
6739  29374  2
6739  25995  45
6740  7125  50
6740  9679  77
6740  6527  19
6740  1952  38
6740  3309  15
6740  28708  55
6740  22336  61
6741  20574  46
6741  18838  100
6741  18426  54
6741  4586  9
6741  18280  5
6741  3063  42
6741  19042  61
6742  26451  9
6742  3567  28
6742  27689  33
6742  21057  11
6742  10192  19
6742  15631  97
6742  10838  87
6743  18332  27
6743  4863  43
6743  9172  65
6743  8954  52
6743  13944  92
6743  18023  60
6743  2530  66
6744  18627  78
6744  25665  35
6744  19538  95
6744  24480  57
6744  10315  19
6744  10993  48
6744  15216  13
6745  19694  6
6745  4218  38
6745  19086  89
6745  9781  41
6745  4888  84
6745  2791  24
6745  27579  42
6746  26952  44
6746  24278  34
6746  21559  81
6746  7179  84
6746  22769  18
6746  12111  71
6746  9587  5
6747  23673  66
6747  7557  28
6747  28183  11
6747  20762  34
6747  7576  38
6747  27880  31
6747  10972  92
6748  20698  100
6748  16463  4
6748  19243  84
6748  15119  51
6748  7499  4
6748  9158  49
6748  20438  32
6749  14286  56
6749  7219  70
6749  28542  74
6749  29152  54
6749  11057  41
6749  18109  30
6749  24658  47
6750  29524  25
6750  25474  88
6750  2532  4
6750  25243  90
6750  27713  62
6750  9253  23
6750  8035  10
6751  10187  50
6751  9498  91
6751  18953  29
6751  3190  77
6751  20077  76
6751  4108  47
6751  9527  41
6752  5592  87
6752  4905  80
6752  28161  44
6752  27870  80
6752  18288  46
6752  26756  90
6752  22197  91
6753  15864  76
6753  26814  32
6753  19866  52
6753  22722  38
6753  25557  67
6753  2662  47
6753  1316  4
6754  9675  47
6754  8594  92
6754  25700  89
6754  5419  77
6754  15662  35
6754  19282  92
6754  4067  88
6755  8001  9
6755  17021  50
6755  13081  49
6755  28575  90
6755  491  6
6755  10911  25
6755  27865  98
6756  13135  90
6756  9839  9
6756  22073  46
6756  25635  25
6756  8550  38
6756  1644  60
6756  13549  52
6757  15387  47
6757  1897  22
6757  18089  4
6757  6719  58
6757  10916  94
6757  5956  52
6757  10478  63
6758  13277  24
6758  28166  69
6758  13146  70
6758  11263  63
6758  6942  76
6758  11691  28
6758  23596  93
6759  2661  85
6759  27642  3
6759  18036  81
6759  11167  20
6759  11020  27
6759  12326  1
6759  19110  24
6760  27191  2
6760  7157  29
6760  13154  36
6760  29395  40
6760  11708  46
6760  17974  63
6760  13773  4
6761  28713  100
6761  6018  10
6761  7242  73
6761  1600  56
6761  4142  49
6761  15084  69
6761  15899  58
6762  12726  5
6762  25849  64
6762  11020  80
6762  1544  2
6762  3410  90
6762  2251  71
6762  4811  10
6763  12851  77
6763  2934  89
6763  13081  1
6763  1876  11
6763  16725  15
6763  9114  74
6763  22448  52
6764  16983  79
6764  19631  69
6764  14448  18
6764  26546  34
6764  25229  36
6764  4828  90
6764  25123  3
6765  5679  48
6765  8602  9
6765  411  85
6765  13877  63
6765  5616  44
6765  19198  90
6765  5123  79
6766  10910  55
6766  9882  9
6766  28277  54
6766  2075  10
6766  11802  2
6766  29762  2
6766  11752  13
6767  26901  63
6767  24626  48
6767  19770  13
6767  23340  70
6767  11069  65
6767  131  90
6767  9870  42
6768  1862  86
6768  18932  3
6768  24616  11
6768  15968  85
6768  20361  18
6768  7386  91
6768  7266  64
6769  11431  92
6769  14315  16
6769  4253  83
6769  16516  18
6769  18273  54
6769  759  30
6769  6361  86
6770  13680  38
6770  12445  15
6770  15950  41
6770  9390  58
6770  4700  54
6770  27989  92
6770  16547  60
6771  18915  65
6771  16889  17
6771  6468  98
6771  16383  50
6771  630  52
6771  12068  48
6771  22449  60
6772  4978  68
6772  12347  47
6772  21106  17
6772  26756  89
6772  26159  39
6772  8526  6
6772  12916  47
6773  27082  81
6773  1395  23
6773  27753  64
6773  28886  87
6773  8608  64
6773  24076  17
6773  25289  43
6774  4  1
6774  12658  12
6774  28908  56
6774  20064  56
6774  19030  65
6774  17511  94
6774  23306  3
6775  20523  66
6775  26486  77
6775  7910  83
6775  11536  81
6775  28085  9
6775  2272  72
6775  6077  100
6776  5096  46
6776  10506  91
6776  27608  76
6776  20350  16
6776  813  30
6776  2757  91
6776  6159  5
6777  8210  41
